run_id,algorithm,scenario,axis,dimension,kpi,value,baseline,value_minus_baseline,lower_is_better,comparison_available,improved_vs_baseline,signed_relative_gain,source,note
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,ev_v2g_export_total,50550.84319304442,,,False,True,,,citylearn_v2.evaluate_v2,CityLearn v2 EV vehicle-to-grid export in kWh.
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,grid_export_baseline,40650885.513671875,,,True,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,grid_export_control,39221664.02686748,40650885.513671875,-1429221.486804396,True,True,True,0.0351584342811847,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,grid_export_delta,-716568.80457832,0.0,-716568.80457832,True,True,True,1.0,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,grid_export_ratio,0.9648415657188153,1.0,-0.0351584342811847,True,True,True,0.0351584342811847,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,grid_import,1.5908897406087221,1.0,0.5908897406087221,True,True,False,-0.5908897406087221,citylearn_v2.evaluate_v2,CityLearn v2 district import ratio to baseline.
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,grid_import_baseline,11181293.325374603,,,True,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,grid_import_control,10868472.504312508,11181293.325374603,-312820.82106209546,True,True,True,0.027977158988592685,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,grid_import_delta,-156838.9811273196,0.0,-156838.9811273196,True,True,True,1.0,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,net_exchange_baseline,-29469592.18829727,,,True,True,,,citylearn_v2.evaluate_v2,
madrl_v3_20260627_164047,HAPPO,E3,OE1,Flexibilidad energética,net_exchange_control,-28353191.522554968,-29469592.18829727,1116400.6657423042,True,True,False,-0.03788313929181688,citylearn_v2.evaluate_v2,
