algorithm,scenario,metric,n,mean,median,std,min,p25,p75,iqr,max,cv_abs,sum
HAPPO,E1,grid_import_baseline_kwh,17,702920.8452836941,318307.279298544,1178174.0607193871,20365.25923728943,47639.85404365324,535865.6283483505,488225.7743046973,3769963.8119335175,1.6761119955745287,11949654.3698228
HAPPO,E1,grid_import_control_kwh,17,825636.9624082826,364233.8511010408,1309475.744828018,31068.135221719745,89375.50691438466,634484.144838782,545108.6379243974,4161234.559249431,1.5860188005736038,14035828.360940803
HAPPO,E1,grid_import_daily_average_baseline_kwh,17,1926.0304015080105,872.1743010806091,3228.2426598088014,55.80160083285151,130.535049326142,1468.2926224866324,1337.7575731604904,10329.847184199614,1.6761119955745283,32742.51682563618
HAPPO,E1,grid_import_daily_average_control_kwh,17,2262.277325927478,998.0148905611348,3588.0143710323587,85.12789648604564,244.89235825382255,1738.511185766728,1493.6188275129055,11401.944219886556,1.5860188005736038,38458.71454076713
HAPPO,E1,grid_import_daily_average_delta_kwh,17,336.24692441946786,125.84058948052584,475.9098598373824,-3.138809626226842,53.40266747702093,260.2731621898426,206.87049471282165,1449.8160088776197,1.4153582539350906,5716.197715130954
HAPPO,E1,grid_import_delta_kwh,17,122716.11712458829,45926.57180249691,173687.26926315133,-1145.5347298383713,19489.74851796776,94988.8594842013,75499.11096623354,529122.4342399612,1.4153582539350904,2086173.9911180008
HAPPO,E1,grid_import_minus_export_control_kwh,17,-1687823.9632863672,-1827940.164536953,2812703.060860995,-9647358.603348777,-2367042.2754735947,-93398.2518787384,2273644.0235948563,2466480.67944441,1.6664670736066411,-28693007.375868242
HAPPO,E1,grid_import_ratio_to_baseline,17,1.5195933982824634,1.1834167176017791,0.7464589223509214,0.9978097426756434,1.1037863403562065,1.4695480610314768,0.36576172067527035,3.562573633645714,0.4912227989372779,25.83308777080188
HAPPO,E1,net_exchange_baseline_kwh,17,-1733388.4708072436,-1861315.545339793,2798501.2371776435,-9683207.881962596,-2421452.229970932,-120264.93115842342,2301187.2988125086,2354283.960205555,1.6144685881488379,-29467604.00372314
HAPPO,E1,net_exchange_control_kwh,17,-1687823.9632863672,-1827940.164536953,2812703.060860995,-9647358.603348777,-2367042.2754735947,-93398.2518787384,2273644.0235948563,2466480.67944441,1.6664670736066411,-28693007.375868242
HAPPO,E1,net_exchange_delta_kwh,17,45564.5075208765,26531.458580246195,45821.75328229009,4523.629782095552,12978.185535894709,63837.15297585726,50858.96743996255,139370.3264709711,1.0056457487507295,774596.6278549004
HAPPO,E1,net_exchange_ratio_to_baseline,17,0.9813052920266813,0.9943511905913364,0.06986531640379172,0.7766042102140823,0.982068929211706,0.996297789012606,0.014228859800900051,1.073391050327092,0.0711963106399839,16.68218996445358
HAPPO,E1,observation_dim,17,109.17647058823529,89.0,74.69373743336656,54.0,61.0,110.0,49.0,327.0,0.6841560001978618,1856.0
