algorithm,scenario,action_dim,agent,agent_index,battery_capacity_fade_ratio,battery_charge_total_kwh,battery_discharge_total_kwh,battery_equivalent_full_cycles,battery_throughput_total_kwh,carbon_emissions_baseline_kgco2,carbon_emissions_control_kgco2,carbon_emissions_delta_kgco2,carbon_emissions_ratio_to_baseline,electrical_service_violation_time_step_count,electrical_service_violation_total_kwh,electricity_cost_baseline_eur,electricity_cost_control_eur,electricity_cost_delta_eur,electricity_cost_ratio_to_baseline,equity_relative_benefit_percent,ev_charge_total_kwh,ev_departure_count,ev_departure_met_count,ev_departure_soc_deficit_mean,ev_departure_success_rate,ev_departure_within_tolerance_count,ev_departure_within_tolerance_rate,ev_v2g_export_total_kwh,grid_export_baseline_kwh,grid_export_control_kwh,grid_export_daily_average_baseline_kwh,grid_export_daily_average_control_kwh,grid_export_daily_average_delta_kwh,grid_export_delta_kwh,grid_export_ratio_to_baseline,grid_import_baseline_kwh,grid_import_control_kwh,grid_import_daily_average_baseline_kwh,grid_import_daily_average_control_kwh,grid_import_daily_average_delta_kwh,grid_import_delta_kwh,grid_import_minus_export_control_kwh,grid_import_ratio_to_baseline,grid_role_control,net_exchange_baseline_kwh,net_exchange_control_kwh,net_exchange_delta_kwh,net_exchange_ratio_to_baseline,observation_dim,phase_imbalance_ratio_average,pv_export_daily_average_kwh,pv_export_total_kwh,pv_generation_daily_average_kwh,pv_generation_total_kwh,pv_self_consumption_ratio,action_l2_max,action_l2_mean,action_l2_min,action_l2_total,action_mean_max,action_mean_mean,action_mean_min,action_mean_total,agent_steps,carbon_emissions_max,carbon_emissions_mean,carbon_emissions_min,carbon_emissions_total,electricity_cost_max,electricity_cost_mean,electricity_cost_min,electricity_cost_total,grid_export_max,grid_export_mean,grid_export_min,grid_export_total,grid_import_max,grid_import_mean,grid_import_min,grid_import_total,individual_reward_max,individual_reward_mean,individual_reward_min,individual_reward_total,net_electricity_consumption_max,net_electricity_consumption_mean,net_electricity_consumption_min,net_electricity_consumption_total,observation_l2_max,observation_l2_mean,observation_l2_min,observation_l2_total,observation_mean_max,observation_mean_mean,observation_mean_min,observation_mean_total,team_reward_max,team_reward_mean,team_reward_min,team_reward_total
MATD3,E1,19,Building_8,7,1.028030070126068e-06,320.07970947253125,0.0775723981405462,0.2663538118724391,320.1572818706718,64170.65328384355,69782.53558481485,5611.882300971294,1.0874524726458443,0.0,0.0,-22914.5207798485,-17929.47475987752,4985.046019970978,0.7824503480624858,,13011.789591550829,3726.0,1731.0,0.3165165526686969,0.464573268921095,53.0,0.014224369296833,4841.631203435361,4931206.440430641,4930249.562559605,13511.697062488343,13509.075179978368,-2.621882509975649,-956.8778710365297,0.9998059546111898,84055.47242456861,91588.76189036854,230.3152572427956,250.95676280041613,20.641505557620537,7533.289465799928,-4838660.800669236,1.0896228317860006,net_exporter,-4847150.968006073,-4838660.800669236,8490.167336836457,0.9982484211049178,152,0.017956599976849,13509.050870928268,4930240.690769196,13651.35586672918,4982176.084861703,0.0104242389686532,3.605551275463989,3.1296604223222286,1.6342621590309747,325.48468392151176,0.4736842105263157,0.2740559367018069,0.060178964937988,28.501817416987915,104.0,68.9165267944336,8.037682005992302,0.0,835.9189286231995,27.80037498474121,4.579641761688086,0.0,476.2827432155609,0.0,0.0,0.0,0.0,87.2361068725586,10.174280657218052,0.0,1058.1251883506775,-0.1633355766534805,-0.7093043967794913,-0.9558627009391784,-73.7676572650671,87.2361068725586,10.174280657218052,0.0,1058.1251883506775,6.649469525200814,3.729492216306812,2.82631847614136,387.8671904959084,0.3551638722900421,0.120486033153801,0.082884287017007,12.53054744799531,-0.1911910474300384,-0.725163111033348,-0.8873544335365295,-75.41696354746819
MATD3,E1,12,Building_9,8,5.244037609692395e-07,0.0,38.87544536590576,0.1408530629199484,38.87544536590576,22859.96906368384,23694.18972331285,834.2206596290125,1.036492641670031,0.0,0.0,2451.6354873237747,3103.1846582570583,651.5491709332837,1.2657610294442752,-26.57610294442752,6583.751294627786,1847.0,710.0,0.3126803468161114,0.3844071467244179,52.0,0.0281537628586897,0.0,1076906.8972577453,1071421.131879747,2950.7667010144864,2935.735490936628,-15.031210077858256,-5485.765377998352,0.9949059984739932,29683.12888967991,30742.241752505302,81.33292537416575,84.23493573012071,2.902010355954955,1059.1128628253937,-1040678.8901272416,1.0356806341663538,net_exporter,-1047223.7683680654,-1040678.8901272416,6544.878240823746,0.993750258121984,103,1.0867245486509531,2935.660301058515,1071393.6907071471,2998.993238063628,1094507.573841638,0.0211180659566958,2.6457513110645907,2.3166115011398465,1.268688200725391,240.92759611854405,0.4166666666666667,0.3237005961754431,0.1770308205547432,33.66486200224608,104.0,1.9360077381134035,0.8020683687466842,0.0,83.41511034965515,1.6221439838409424,-0.018391273342646,-9.421967506408691,-1.9126924276351929,25.74156379699707,1.5487407537607043,0.0,161.06903839111328,2.4506425857543945,1.0152763793101678,0.0,105.58874344825745,-0.1106951311230659,-0.6685793214262679,-0.8286232352256775,-69.53224942833185,2.4506425857543945,-0.5334643744505368,-25.74156379699707,-55.48029494285584,4.662250241235089,3.674718463100804,3.0753204376267766,382.1707201624836,0.2696972102418823,0.1636438271069138,0.1297239562812841,17.018958019119037,-0.1911910474300384,-0.725163111033348,-0.8873544335365295,-75.41696354746819
MATD3,E1,8,Building_10,9,5.815762564030512e-07,0.0,662.9605941772461,0.1408756043725554,662.9605941772461,403819.4570084855,416532.9257521629,12713.468743677484,1.0314830514553694,0.0,0.0,325976.4492879307,338562.6527477993,12586.203459868671,1.0386107753715406,-3.861077537154056,21137.037186317142,1298.0,869.0,0.1950011867411869,0.6694915254237288,24.0,0.0184899845916795,1566.4249131665565,2986503.163233906,2984845.8472808897,8183.134595000999,8178.593484957342,-4.541110043656896,-1657.3159530162811,0.9994450647253889,536179.3704804778,553429.7077573538,1469.1522881072574,1516.4188818559758,47.26659374871827,17250.337276875973,-2431416.139523536,1.032172698590432,net_exporter,-2450323.792753428,-2431416.139523536,18907.65322989225,0.9922836103188444,75,0.0551220786560048,8177.001798599248,2984264.9480804503,9619.92756907753,3510872.73239792,0.1499934131641956,2.6457513110645907,2.42965438230254,0.8878495676041593,252.68405575946412,0.625,0.3353748129268821,-0.0902100773528218,34.878980544395745,104.0,40.80316925048828,11.932556326572712,0.0,1240.985857963562,22.726682662963867,0.9341719563190752,-122.86096954345705,97.15388345718384,385.5312194824219,19.99163114107572,0.0,2079.129638671875,51.64957809448242,15.10450113736666,0.0,1570.8681182861328,-0.2344837337732315,-0.7327984412415669,-0.9175274968147278,-76.21103788912296,51.64957809448242,-4.88713000370906,-385.5312194824219,-508.2615203857422,5.336240448348482,3.491412464791746,2.83480068675367,363.1068963383416,0.4787350989496096,0.2093771826776081,0.1680912469418194,21.775226998471247,-0.1911910474300384,-0.725163111033348,-0.8873544335365295,-75.41696354746819
MATD3,E1,5,Building_11,10,5.189144086139375e-07,0.0,532.7440643310547,0.1401220579513558,532.7440643310547,431394.06753668544,430593.0106599331,-801.056876752351,0.998143097142419,0.0,0.0,190248.91772319685,188424.28671424487,-1824.6310089519247,0.9904092436856504,0.9590756314349584,1455.1087969951332,983.0,320.0,0.430119061838901,0.3255340793489318,6.0,0.0061037639877924,2209.094816119643,10184828.464426994,10185118.488574028,27906.825339222272,27907.620016643075,0.7946774208024425,290.0241470336914,1.0000284760954048,558624.2690457106,557627.647162199,1530.6521814244838,1527.9213987775747,-2.7307826469091268,-996.6218835115432,-9627490.841411827,0.9982159352202616,net_exporter,-9626204.195381284,-9627490.841411827,-1286.646030545235,1.0001336607872044,54,0.0755633113698624,27906.64537821732,10184762.786158562,28769.501526072123,10499669.327786071,0.0299920437298104,2.0,1.8038190856120115,0.852620136760308,187.5971849036492,0.4,0.0477903912846858,-0.2,4.970200693607332,104.0,235.7203521728516,34.003379124861496,0.0,3536.351428985596,124.55213928222656,20.06131654519301,0.0,2086.376920700073,0.0,0.0,0.0,0.0,298.38018798828125,43.04225055988018,0.0,4476.394058227539,-0.2344837337732315,-0.7455213890912441,-0.8901163935661316,-77.53422446548939,298.38018798828125,43.04225055988018,0.0,4476.394058227539,4.617094807814097,3.559454559841466,2.965248735916735,370.1832742235125,0.4852380557802686,0.2881021328647017,0.2358590653983124,29.962621817928984,-0.1911910474300384,-0.725163111033348,-0.8873544335365295,-75.41696354746819
MATD3,E1,5,Building_12,11,5.269827044109456e-07,0.0,1223.2149353027344,0.140728823665754,1223.2149353027344,1016746.638892856,1014594.0529315472,-2152.5859613089124,0.997882868869227,0.0,0.0,761125.7052169752,758802.9319932023,-2322.773223772878,0.9969482396825492,0.3051760317450744,0.0,960.0,0.0,0.5938130713484805,0.0,0.0,0.0,2431.2098674811423,3734392.442206934,3735265.844703272,10232.380250367214,10234.773407110231,2.39315674301968,873.4024963378906,1.000233880747633,1317841.9846245646,1315060.9633690715,3610.938192829039,3603.3180866374832,-7.62010619155565,-2781.021255493164,-2420204.8813342005,0.9978897156958576,net_exporter,-2416550.457582369,-2420204.8813342005,-3654.423751831055,1.0015122480643286,54,0.0239895706744754,10232.380250367214,3734392.442206934,12113.77310631373,4421022.443258415,0.1553102274109732,1.7320508075688772,1.566670021112061,1.1875024076633516,162.93368219565434,0.4551622927188873,0.1158077321373499,-0.4,12.044004142284392,104.0,169.96710205078125,70.94652579380916,0.0,7378.438682556152,120.86907196044922,34.54571855985201,-241.7979431152344,3592.7547302246094,660.6112060546875,25.408123309795677,0.0,2642.44482421875,215.14822387695312,89.8057265648475,0.0,9339.79556274414,-0.1600739806890487,-0.7444091220028125,-0.9135237336158752,-77.4185486882925,215.14822387695312,64.39760325505183,-660.6112060546875,6697.350738525391,4.571348750934489,3.5702912780600182,3.157438768117226,371.3102929182419,0.4842862895967668,0.2947293635045823,0.2369359178762687,30.65185380447656,-0.1911910474300384,-0.725163111033348,-0.8873544335365295,-75.41696354746819
MATD3,E1,13,Building_13,12,1.146974097398403e-06,144.7477612906223,0.0344802547178915,0.2661438263701106,144.78224154534018,19900.63805890473,26954.487240258604,7053.849181353879,1.3544534180499588,0.0,0.0,9067.704395645222,16084.79090121176,7017.086505566538,1.773854792723118,-77.3854792723118,10374.461107077075,2018.0,1308.0,0.1818299117687643,0.6481665014866204,53.0,0.0262636273538156,0.0,641463.5831087977,640450.0518052615,1757.6351175489376,1754.8580024347846,-2.77711511415316,-1013.5313035361468,0.998419970626198,26323.44535553269,35829.09312224388,72.127262077039,98.17310594061571,26.04584386357673,9505.64776671119,-604620.9586830176,1.3611095598742846,net_exporter,-615140.137753265,-604620.9586830176,10519.179070247335,0.9828995404060812,110,0.3474718202152659,1754.8580024347846,640450.0518052615,1832.289076624702,668709.1675898235,0.0422592019882336,3.0,2.527199896447378,1.2777696306412625,262.8287892305273,0.6923076923076923,0.5129649780811907,0.083874768935717,53.34835772044383,104.0,2.2036008834838867,0.5825995072865715,0.0,60.59034875780344,1.8463551998138428,0.1282200526732664,-5.559222221374512,13.334885478019714,17.44454574584961,0.8505433339339036,0.0,88.45650672912598,2.789368152618408,0.7374677133674805,0.0,76.69664219021797,-0.1594837307929992,-0.6822860510303423,-0.9165982007980348,-70.95774930715561,2.789368152618408,-0.1130756205664231,-17.44454574584961,-11.759864538908005,5.809800497658807,3.615819374333623,2.9870271945551794,376.0452149306968,0.3621599874005908,0.1495163122525183,0.1179034564215525,15.54969647426191,-0.1911910474300384,-0.725163111033348,-0.8873544335365295,-75.41696354746819
MATD3,E1,6,Building_14,13,5.088302150318363e-07,0.0,64.33050727844238,0.1404596228786951,64.33050727844238,16404.0869682251,14333.508472081274,-2070.5784961438258,0.8737766691828348,0.0,0.0,-55919.60074552972,-59452.01630735555,-3532.4155618258374,1.0631695418910554,,0.0,1192.0,0.0,0.6161211607394342,0.0,0.0,0.0,4722.050177253783,4314388.811724663,4316494.757615805,11821.59281669048,11827.363190179169,5.770373488686539,2105.9458911418915,1.000488121489055,21150.07910811901,18469.644231319427,57.952037743447455,50.607542133995466,-7.344495609451993,-2680.4348767995834,-4298025.113384485,0.8732659644865995,net_exporter,-4293238.732616544,-4298025.113384485,-4786.380767941475,1.0011148648062775,61,0.2675557982692043,11821.604321493469,4314393.010498387,11843.77489266223,4322484.345201186,0.0018719176419417,2.23606797749979,1.863312334842936,0.901058927705743,193.7844828236653,0.8333333333333334,-0.27512042513356,-0.5,-28.61252421389024,104.0,8.057283401489258,1.14146635050957,0.0,118.7125004529953,3.7330880165100098,0.6674243280520806,0.0,69.41213011741638,0.0,0.0,0.0,0.0,10.199092864990234,1.4448941063422422,0.0,150.2689870595932,-0.2232094854116439,-0.6838975831006582,-0.8810241222381592,-71.12534864246845,10.199092864990234,1.4448941063422422,0.0,150.2689870595932,4.438497530188709,3.49118912343344,3.0270501692638176,363.0836688370777,0.4123050519265234,0.2501228720011568,0.2061402776744216,26.012778688120303,-0.1911910474300384,-0.725163111033348,-0.8873544335365295,-75.41696354746819
MATD3,E1,10,Building_15,14,5.046497911962433e-07,0.0,140.2913589477539,0.1402913589477539,140.2913589477539,71406.91582027423,72466.98481706064,1060.0689967864164,1.0148454667816005,0.0,0.0,27150.783987010127,27867.948533875584,717.1645468654569,1.026414137698881,-2.6414137698880933,2785.137937311083,1535.0,780.0,0.275275156570999,0.50814332247557,35.0,0.022801302931596,1312.3887479305267,2378527.1110289097,2378586.593136996,6517.256612021217,6517.419595306303,0.1629832850864644,59.48210808634758,1.0000250079588375,92971.13537517376,94363.0677142758,254.7445198086734,258.558468448752,3.8139486400786295,1391.9323391020298,-2284223.52542272,1.0149716611880135,net_exporter,-2285555.975653736,-2284223.52542272,1332.4502310156822,0.9994170126458468,89,0.3117987479553468,6517.013611802664,2378438.426074147,6675.00263135042,2436097.8353332635,0.0236687576429902,2.6457513110645907,2.4466999575614725,1.1624076859083636,254.45679558639316,0.457508784532547,0.2924206861509726,0.1443908795714378,30.41175135970115,104.0,16.269351959228516,6.453255020655119,0.0,671.1385221481323,13.631780624389648,4.152968937960955,-1.5162328481674194,431.9087695479393,4.757858276367188,0.2023578790517953,0.0,21.04521942138672,20.5941162109375,8.16867705491873,0.0,849.5424137115479,-0.2344837337732315,-0.7104467553301499,-0.9060980081558228,-73.8864625543356,20.5941162109375,7.966319175866934,-4.757858276367188,828.4971942901611,5.592806877059667,3.544338679272224,2.862088727532539,368.6112226443113,0.4330135052239158,0.1816038220800254,0.1432799814349931,18.886797496322643,-0.1911910474300384,-0.725163111033348,-0.8873544335365295,-75.41696354746819
MATD3,E1,13,Building_16,15,5.172229052636968e-07,0.0,454.91090393066406,0.1402314747011911,454.91090393066406,299023.43741116853,305730.82182377577,6707.384412607236,1.0224309655145336,0.0,0.0,210940.4866303753,217385.6382581459,6445.151627770596,1.030554360287716,-3.0554360287715854,9723.487419864165,2133.0,975.0,0.298594914654763,0.4571026722925457,17.0,0.0079699953117674,0.0,2357293.219756961,2357014.467841685,6459.0749256955205,6458.311134627291,-0.7637910682298452,-278.75191527605057,0.999881749154946,385918.8094574213,394908.6355094016,1057.4325182073424,1082.064990549793,24.63247234245076,8989.826051980257,-1962105.8323322835,1.0232946045429074,net_exporter,-1971374.41029954,-1962105.8323322835,9268.577967256308,0.9952984182411864,110,0.0745530549874076,6457.291223264637,2356642.242690623,6940.527530686089,2533003.36005331,0.0696252994149111,2.6457513110645907,2.1097034175947984,0.991108019803702,219.40915542985903,0.3846153846153846,0.2366870510110841,0.1309932871506764,24.615453305152748,104.0,81.47310638427734,21.15637008043436,0.0,2200.2624883651733,68.26476287841797,14.87366786828408,0.0,1546.8614583015442,0.0,0.0,0.0,0.0,103.13050842285156,26.78021379617544,0.0,2785.142234802246,-0.2344837337732315,-0.7348754126578569,-0.9399535059928894,-76.42704291641712,103.13050842285156,26.78021379617544,0.0,2785.142234802246,6.223712737512893,3.52278121083858,2.8048467343678127,366.3692459272123,0.4370152660175762,0.1505341278851904,0.110990600709894,15.655549300059809,-0.1911910474300384,-0.725163111033348,-0.8873544335365295,-75.41696354746819
MATD3,E1,13,Building_17,16,1.0313208442097592e-06,391.176816295545,0.1163475951670989,0.2654634761809444,391.2931638907121,131997.0900672893,140623.81511303782,8626.72504574852,1.065355418375896,0.0,0.0,100312.5646122969,108387.87047539584,8075.305863098925,1.0805014396183528,-8.050143961835273,11569.55326846242,2112.0,1562.0,0.1337270310261344,0.7395833333333334,59.0,0.027935606060606,0.0,305649.44108077884,305111.69592246413,837.4913330218852,836.0178904143327,-1.473442607552565,-537.7451583147049,0.99824064733633,171430.86260527372,182853.73123919964,469.7272180073718,501.0263214682945,31.299103460922705,11422.868633925917,-122257.9646832645,1.066632509807919,net_exporter,-134218.5784755051,-122257.9646832645,11960.61379224062,0.9108870476196896,110,0.2809605053773253,836.0178904143327,305111.69592246413,1085.9267351249302,396318.01137330267,0.2301341670917117,3.1622776601683795,2.890550370777762,1.221695637156336,300.61723856088724,0.7692307692307693,0.6193774802026135,0.0169856468072304,64.4152579410718,104.0,102.07059478759766,12.883433745457577,0.0,1339.877109527588,47.29118728637695,7.272256200130169,0.0,756.3146448135376,0.0,0.0,0.0,0.0,129.20327758789062,16.308143322284405,0.0,1696.046905517578,-0.1609579175710678,-0.7357285001243536,-0.9614145159721376,-76.51576401293278,129.20327758789062,16.308143322284405,0.0,1696.046905517578,6.327048295397468,3.718562405748501,3.1212346696575013,386.7304901978441,0.4217765976765514,0.1604015424735387,0.1208239223445411,16.681760417248032,-0.1911910474300384,-0.725163111033348,-0.8873544335365295,-75.41696354746819
MATD3,E2,6,Building_1,0,1.0767238735323404e-06,3607.206620061799,0.2267149966428405,0.2673361001229021,3607.433335058442,3030865.32813443,3037816.863275349,6951.535140919033,1.0022935810035472,0.0,0.0,2078479.4164374112,2083098.2791571796,4618.862719768193,1.002222231638784,-0.2222231638783842,7693.142107978463,924.0,239.0,0.4304939190060837,0.2586580086580086,3.0,0.0032467532467532,1617.9369363021106,1695040.3149769902,1694551.3501631916,4644.476259783967,4643.136477213906,-1.3397825700614208,-488.964813798666,0.9997115320447082,3933214.834095448,3942408.150240302,10777.16132187359,10802.351364969432,25.190043095843357,9193.31614485383,2247856.8000771105,1.0023373541829348,net_importer,2238174.519118458,2247856.8000771105,9682.280958652496,1.0043259722939148,61,0.0438373351883127,4643.136477213906,1694551.3501631916,9423.774936602624,3439285.194570932,0.5072954831317513,2.23606797749979,1.95182275743876,0.5945677909948657,202.98956677363103,0.6666666666666666,0.423824719654826,-0.1544435123602549,44.07777084410191,104.0,635.45654296875,172.76153417734,0.0,17967.19955444336,414.4009704589844,104.38959547189566,-299.6203918457031,10856.517929077148,703.340087890625,27.05154184194712,0.0,2813.3603515625,804.3753662109375,218.68548202514648,0.0,22743.290130615234,-0.0013505487004294,-0.6945330821024702,-0.9419326782226562,-72.2314405386569,804.3753662109375,191.63394018319937,-703.340087890625,19929.92977905273,4.881796805565297,3.4427082796387176,2.8462006686494816,358.04166108242663,0.4873456474160775,0.2508848875953005,0.2079296944430098,26.092028309911257,-0.0353648401796817,-0.6100700069935276,-0.8712729215621948,-63.44728072732687
MATD3,E2,8,Building_2,1,1.0135843135443437e-06,129.90249228477478,0.000651927232198,0.2661949676475552,129.90314421200696,42172.01484781022,42274.63760347385,102.6227556636295,1.0024334325982285,0.0,0.0,2073.9738851675197,1940.6168985392144,-133.3569866283051,0.935699775401206,6.43002245987941,354.17428172007203,542.0,82.0,0.491441852782453,0.1512915129151291,1.0,0.0018450184501845,590.8579978803173,1942218.6416897771,1942455.3267712595,5321.754469751645,5322.402996062362,0.6485263107165665,236.6850814819336,1.0001218632528808,54831.44349391386,54961.34569127485,150.24028357734133,150.5962206405522,0.3559370632108481,129.90219736099243,-1887493.9810799845,1.0023691186859855,net_exporter,-1887387.1981958635,-1887493.9810799845,-106.78288412094116,1.0000565770946328,75,0.5004345264224559,5321.991841648196,1942305.2725415227,5410.27260765378,1974524.0737683107,0.0163172491309764,2.449489742783178,1.950303297179113,0.4974173677520747,202.83154290662776,0.5,0.2838833740410896,0.0264623071998357,29.523870900273323,104.0,30.56639289855957,3.6074625300959897,0.0,375.17610312998295,16.482498168945312,2.2231201584665823,-1.2996430397033691,231.2044964805245,3.050830602645874,0.1173396385633028,0.0,12.203322410583496,38.69163513183594,4.566408146745884,0.0,474.9064472615719,-0.0331549867987632,-0.5349013486232322,-0.8591238260269165,-55.62974025681615,38.69163513183594,4.449068508182581,-3.050830602645874,462.7031248509884,4.049272300776775,3.4893416170050253,3.0027894510815365,362.89152816852265,0.2550394056508174,0.1992192847579139,0.1734036704859672,20.718805614823047,-0.0353648401796817,-0.6100700069935276,-0.8712729215621948,-63.44728072732687
MATD3,E2,10,Building_3,2,5.175720780113001e-07,0.0,664.1392211914062,0.1405288237815078,664.1392211914062,566378.606657473,565265.6573728323,-1112.949284640723,0.998034972946438,0.0,0.0,382631.19970173546,381672.3030267893,-958.8966749461832,0.9974939401813192,0.2506059818680892,4229.520744848996,2505.0,967.0,0.3588157406702199,0.3860279441117764,19.0,0.0075848303393213,4672.786993610673,1096978.9225805402,1096703.0121589303,3005.764829539098,3005.008824273813,-0.7560052652856588,-275.91042160987854,0.9997484815652056,735363.0812840462,733979.7640225887,2014.923387466276,2011.133044473357,-3.790342992919128,-1383.3172614574432,-362723.2481363416,0.9981188649571012,net_exporter,-361615.841296494,-362723.2481363416,-1107.4068398475647,1.0030623847558149,89,0.0475348635254858,3003.6059514711624,1096191.0220389962,4021.784787548937,1467783.873089214,0.2531659175871268,2.8284271247461903,2.458253055645278,1.2210470752468654,255.65831778710896,0.5078979134559631,0.1723786882483042,0.0,17.92738357782364,104.0,403.2018432617188,56.68110726429866,0.0,5894.835155487061,257.850830078125,35.89448697750385,0.0,3733.0266456604,0.0,0.0,0.0,0.0,510.3820495605469,71.74823445540208,0.0,7461.816383361816,-0.0184646155685186,-0.6732512302159404,-0.9671918153762816,-70.0181279424578,510.3820495605469,71.74823445540208,0.0,7461.816383361816,4.895103050893885,3.581626733265115,3.164331960912585,372.4891802595719,0.3246307912606584,0.1837061773295503,0.1460475197628788,19.105442442273237,-0.0353648401796817,-0.6100700069935276,-0.8712729215621948,-63.44728072732687
MATD3,E2,8,Building_4,3,7.144626566726839e-07,0.0,129.38999938964844,0.1424999993278066,129.38999938964844,414450.7272421262,414537.59060944617,86.86336731998017,1.000209586717094,0.0,0.0,279917.5510944992,279884.9551527966,-32.59594170260243,0.9998835516330608,0.0116448366939299,2697.514974117279,1426.0,686.0,0.3129676980522209,0.4810659186535764,18.0,0.0126227208976157,1669.818962175399,115706.22584861515,114920.64650662243,317.03955021883365,314.8870323277701,-2.152517891063553,-785.5793419927359,0.993210569818252,548602.9291822314,548715.6558686495,1503.193321198031,1503.5021966945528,0.3088754965216755,112.72668641805647,433795.0093620271,1.0002054795561994,net_importer,432896.70333361626,433795.0093620271,898.3060284107924,1.002075104803278,75,0.076341810694466,314.58303418568056,114809.699851349,1690.7490262760814,617052.9467146748,0.8139386571887858,2.449489742783178,2.0987172527185107,0.8903083773354457,218.26659428272512,0.375,0.1502526302177172,0.0,15.626273542642592,104.0,128.20790100097656,16.79359197616577,0.0,1746.5335655212402,72.49254608154297,10.697603482466478,0.0,1112.5507621765137,0.0,0.0,0.0,0.0,162.28848266601562,21.257711062064537,0.0,2210.801950454712,-0.010331854224205,-0.6767412071975951,-0.8970227837562561,-70.38108554854989,162.28848266601562,21.257711062064537,0.0,2210.801950454712,4.617630945987759,3.392141988244103,3.071454168466019,352.7827667773867,0.3416953752868069,0.1969278400043563,0.1691554550988934,20.480495360453062,-0.0353648401796817,-0.6100700069935276,-0.8712729215621948,-63.44728072732687
MATD3,E2,5,Building_5,4,7.144627025006704e-07,0.0,66.69000244140625,0.14250000521668,66.69000244140625,298106.3303656467,296690.09617010225,-1416.2341955444426,0.995249231394022,0.0,0.0,203527.3721923865,202577.3263655693,-950.0458268172516,0.9953320980043942,0.466790199560583,0.0,746.0,0.0,0.5798508996364289,0.0,0.0,0.0,1813.6751131638885,93436.97610653192,93524.25635088237,256.0209414952353,256.2600927527317,0.2391512574963352,87.28024435043335,1.0009341081870085,387403.9467859566,385610.8617016971,1061.5018521364264,1056.5887294029833,-4.913122733443115,-1793.08508425951,292086.6053508148,0.9953715363533708,net_importer,293966.9706794247,292086.6053508148,-1880.3653286099436,0.9936034809479992,54,0.264760029552976,256.2600927527317,93524.25635088237,733.0908640694852,267547.6199326925,0.6504388401047617,2.0,1.5806510565111127,0.4035107218902273,164.38770987715571,0.234645402431488,0.0731547293468163,-0.2,7.608091852068901,104.0,47.60701370239258,18.891890929295467,0.0,1964.7566566467283,32.08927154541016,12.449306414677547,0.0,1294.7278671264648,0.0,0.0,0.0,0.0,60.26204299926758,23.91378611784715,0.0,2487.0337562561035,-0.0334247462451458,-0.7041125662553196,-0.9010183215141296,-73.22770689055324,60.26204299926758,23.91378611784715,0.0,2487.0337562561035,4.037917682412414,3.592076317140147,3.120106939371082,373.5759369825753,0.3726594641543271,0.2984470091324975,0.2447512605995462,31.038488949779747,-0.0353648401796817,-0.6100700069935276,-0.8712729215621948,-63.44728072732687
MATD3,E2,34,Building_6,5,7.144626582826694e-07,0.0,724.1849975585938,0.1424999995195973,724.1849975585938,4064359.983069598,4072979.1689618826,8619.185892284382,1.002120674824127,0.0,0.0,2756560.437901012,2762082.2513633748,5521.813462362625,1.0020031534177307,-0.2003153417730691,24601.08366525173,7949.0,2743.0,0.358103852592766,0.3450748521826645,131.0,0.016480060384954,3727.186319041066,720818.1339964867,712621.8176486492,1975.0696673039936,1952.611442352732,-22.458224951261418,-8196.316347837448,0.9886291479621996,5349549.492727518,5361502.891610146,14657.97326469465,14690.726041630724,32.75277693607258,11953.398882627487,4648881.073961496,1.002234468322777,net_importer,4628731.358731031,4648881.073961496,20149.71523046493,1.004353183122727,257,0.0970082055023617,1951.1617265135776,712092.7317721844,13459.392933609184,4912117.612728451,0.8550334523898645,4.358898943540674,3.683416543934093,1.7410735013528051,383.0753205691457,0.3823529411764705,0.2679586807137873,0.104349836049711,27.867702794233885,104.0,286.6831970214844,145.3762752826397,0.0,15119.132629394531,193.23736572265625,95.96811661353478,0.0,9980.684127807615,0.0,0.0,0.0,0.0,362.8901062011719,184.02059584397537,0.0,19138.14196777344,-0.0334331654012203,-0.7126227645561672,-0.9038087129592896,-74.11276751384139,362.8901062011719,184.02059584397537,0.0,19138.14196777344,7.080912213454401,3.687947844620383,3.0599406051205134,383.54657584051984,0.2464471211047986,0.0728199831310304,0.0510652474844111,7.573278245627164,-0.0353648401796817,-0.6100700069935276,-0.8712729215621948,-63.44728072732687
