available,axis,axis_name,baseline,delta_vs_baseline,improved_vs_baseline,kpi,lower_is_better,source,value,output_profile,algorithm,scenario,seed,run_path
True,OE2,Emisiones de CO2,0.0,77648.98780810599,False,carbon_emissions_delta,True,citylearn_v2.evaluate_v2,77648.98780810599,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE3,Costos energeticos,1.0,-0.021142718667697347,True,cost_one_minus_load_factor_average,True,citylearn_v2.evaluate_v2,0.9788572813323027,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE3,Costos energeticos,1.0,0.09560743997142573,False,cost_peak_average,True,citylearn_v2.evaluate_v2,1.0956074399714257,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE3,Costos energeticos,1.0,0.02088123074470949,False,cost_ramping_average,True,citylearn_v2.evaluate_v2,1.0208812307447095,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE3,Costos energeticos,1.0,0.0050652080032747016,False,electricity_cost,True,citylearn_v2.evaluate_v2,1.0050652080032747,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE3,Costos energeticos,,,,electricity_cost_baseline,True,citylearn_v2.evaluate_v2,5914557.320100955,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE3,Costos energeticos,5914557.320100955,29958.463073601946,False,electricity_cost_control,True,citylearn_v2.evaluate_v2,5944515.783174557,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE3,Costos energeticos,,,,electricity_cost_daily_average_baseline,True,citylearn_v2.evaluate_v2,16206.11664372907,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE3,Costos energeticos,16206.11664372907,82.08735172581873,False,electricity_cost_daily_average_control,True,citylearn_v2.evaluate_v2,16288.203995454889,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
True,OE3,Costos energeticos,0.0,82.08735172581879,False,electricity_cost_daily_average_delta,True,citylearn_v2.evaluate_v2,82.08735172581879,canonical_50ep,MASAC,E2,0,D:\MADRLCitytleranflexresdr\outputs\madrl_v3_20260627_164047\MASAC\E2
