algorithm,scenario,cost_function,level,name,value
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_2,7.60988409075411
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_3,4.1122328868570326e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_3,10.880948753766573
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_4,0.000159503595844
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_4,24.134114615433823
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_5,7.68353740720584e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_5,14.132586528987751
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_6,8.503709561956692e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_6,17.763781743630243
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_7,4.929269373144877e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_7,12.106255778934248
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_8,3.073236100037938e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_8,8.440289470279293
MASAC,E2,building_battery_health_capacity_fade_ratio,building,Building_9,4.893334998527003e-05
MASAC,E2,building_battery_health_equivalent_full_cycles_count,building,Building_9,13.109187248844908
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_1,5.5298106623441546e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_1,13.49178098165731
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_10,6.62055017530406e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_10,15.077046666067542
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_11,2.798572498069149e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_11,7.484443947060439
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_12,5.933714085331069e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_12,14.926332144214983
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_13,5.582797243582316e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_13,13.06393433517242
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_14,4.0726047158943806e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_14,10.51637363754164
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_15,3.307700406480762e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_15,9.05770363283508
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_16,5.097976541026282e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_16,12.944866579791949
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_17,5.357202643654276e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_17,13.360509742854502
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_2,4.866275544750314e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_2,12.4871178120222
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_3,4.603696776889194e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_3,11.701925537800166
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_4,0.0001644015559835
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_4,24.729101905816883
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_5,9.805807117450894e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_5,17.162589790084976
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_6,8.303171793554849e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_6,17.07091950334271
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_7,5.752106601118328e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_7,13.38049779582553
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_8,4.519123348330681e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_8,11.618527393582095
MASAC,E3,building_battery_health_capacity_fade_ratio,building,Building_9,6.241339780200983e-05
MASAC,E3,building_battery_health_equivalent_full_cycles_count,building,Building_9,15.230193212108444
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_1,5.483388814696288e-07
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_1,0.1404699334325093
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_10,5.815762564030512e-07
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_10,0.1408756043725554
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_11,5.189144086139375e-07
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_11,0.1401220579513558
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_12,5.269827044109456e-07
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_12,0.140728823665754
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_13,1.146974097398403e-06
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_13,0.2661438263701106
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_14,5.088302150318363e-07
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_14,0.1404596228786951
