algorithm,scenario,episode,steps,global_step_min,global_step_max,district_net_electricity_consumption_kwh,district_cost,district_emission,district_without_storage_kwh,reward_mean,reward_sum
MATD3,E2,40,8760,350400,359159,1433.7156863212583,763.447234749794,1132.6354250907898,1433.7156693935394,-0.5410807127807018,-80577.73974730211
MATD3,E2,41,8760,359160,367919,1171.829082250595,623.9937807321548,925.7449980452656,1171.828942976892,-0.5172306432109047,-77025.98738696793
MATD3,E2,42,8760,367920,376679,1442.494635105133,768.1219745874405,1139.570793747902,1442.494648694992,-0.5332846171364575,-79416.74518396125
MATD3,E2,43,8760,376680,385439,1433.7156558036804,763.4472042322159,1132.6353945732117,1433.7156693935394,-0.5401663542078549,-80441.57346863375
MATD3,E2,44,8760,385440,394199,1171.8289296627045,623.9936891794205,925.7448759749532,1171.828942976892,-0.5170151327521121,-76993.89356944454
MATD3,E2,45,8760,394200,402959,1442.494635105133,768.1219745874405,1139.570793747902,1442.494648694992,-0.5333774205833492,-79430.56547327238
MATD3,E2,46,8760,402960,411719,1433.7156558036804,763.4472042322159,1132.6353945732117,1433.7156693935394,-0.5409636860546514,-80560.31212725869
MATD3,E2,47,8760,411720,420479,1171.8289296627045,623.9936891794205,925.7448759749532,1171.828942976892,-0.5180577945888039,-77149.16677016467
MATD3,E2,48,8760,420480,429239,1442.494635105133,768.1219745874405,1139.570793747902,1442.494648694992,-0.5341633753189277,-79547.6098524947
MATD3,E2,49,8760,429240,437999,1433.7156558036804,763.4472042322159,1132.6353945732117,1433.7156693935394,-0.5400036063529057,-80417.3370580747
MATD3,E3,0,8760,0,8759,1470.5430772304535,807.375660687685,1864.838984489441,1171.828912973404,-0.5684158445302419,-84648.48756744362
MATD3,E3,1,8760,8760,17519,28.11381435394287,13.438952386379242,1056.600426197052,1442.494652748108,-0.57691164288679,-85913.68185870076
MATD3,E3,2,8760,17520,26279,1470.5430772304535,807.375660687685,1864.838984489441,1171.828912973404,-0.5684158445302419,-84648.48756744362
MATD3,E3,3,8760,26280,35039,28.11381435394287,13.438952386379242,1056.600426197052,1442.494652748108,-0.5768798621596843,-85908.94907282019
MATD3,E3,4,8760,35040,43799,1171.8289122581482,643.3719624429941,925.7448621466756,1171.828942976892,-0.5296572948608507,-78876.56435067789
MATD3,E3,5,8752,43800,52551,1442.4946160316467,689.5406163930893,1139.5707794427872,1442.494648694992,-0.5462371260239371,-81271.34455834546
MATD3,E3,6,8760,52560,61319,1470.5430772304535,807.375660687685,1864.838984489441,1171.828912973404,-0.5684158445302419,-84648.48756744362
MATD3,E3,7,8758,61320,70077,28.11381435394287,13.438952386379242,1056.600426197052,1442.494652748108,-0.5768946132006594,-85891.53138099337
MATD3,E3,8,8760,70080,78839,1470.5430772304535,807.375660687685,1864.838984489441,1171.828912973404,-0.5684158445302419,-84648.48756744362
MATD3,E3,9,8758,78840,87597,28.11381435394287,13.438952386379242,1056.600426197052,1442.494652748108,-0.5768946132006594,-85891.53138099337
MATD3,E3,10,8760,87600,96359,1433.715903759003,1138.8165365457537,1132.6356115341189,1433.7156693935394,-0.5560367784337301,-82804.99704435108
MATD3,E3,11,8760,96360,105119,1171.8289122581482,643.3719624429941,925.7448621466756,1171.828942976892,-0.5290481534341094,-78785.85100940758
MATD3,E3,12,8760,105120,113879,1442.4946160316467,689.5406163930893,1139.5707794427872,1442.494648694992,-0.5465653053425683,-81394.50527161527
MATD3,E3,13,8760,113880,122639,1433.715636730194,1138.81633579731,1132.6353821754456,1433.7156693935394,-0.5570915828035414,-82962.07851110339
MATD3,E3,14,8760,122640,131399,1171.828929424286,643.3719700723886,925.744881220162,1171.828942976892,-0.5294059028282437,-78839.12704918206
MATD3,E3,15,8760,131400,140159,1442.494656085968,689.5406364202499,1139.5708194971085,1442.494648694992,-0.5461359378768078,-81330.56386861422
MATD3,E3,16,8760,140160,148919,1433.715611934662,1138.8163262605667,1132.6353669166565,1433.7156693935394,-0.5573036510462676,-82993.65971381016
MATD3,E3,17,8760,148920,157679,1177.8679423332214,646.6875828653574,930.5156999304892,1171.828942976892,-0.5306691975196048,-79027.25689461955
MATD3,E3,18,8760,157680,166439,1448.5312542915344,692.4262470006943,1144.3397270441055,1442.494648694992,-0.5478043395531885,-81579.02224626085
MATD3,E3,19,8760,166440,175199,1439.752278804779,1143.611318707466,1137.4043316841123,1433.7156693935394,-0.5573450207988863,-82999.82049737014
MATD3,E3,20,8760,175200,183959,1177.865550518036,646.686270609498,930.513809747994,1171.828942976892,-0.5314246043958997,-79139.75208663738
MATD3,E3,21,8760,183960,192719,1448.5313000679016,692.4262698888779,1144.3397651910782,1442.494648694992,-0.5477750204600342,-81574.6560469083
MATD3,E3,22,8760,192720,201479,1439.752320766449,1143.6113492250445,1137.404366016388,1433.7156693935394,-0.5571922573500272,-82977.07096456605
MATD3,E3,23,8760,201480,210239,1177.865596294403,646.6862973123789,930.5138478949666,1171.828942976892,-0.5310539928085858,-79084.56060905459
MATD3,E3,24,8760,210240,218999,1448.5313000679016,692.4262698888779,1144.3397651910782,1442.494648694992,-0.5488046468150503,-81727.98800369729
MATD3,E3,25,8760,219000,227759,1439.752320766449,1143.6113492250445,1137.404366016388,1433.7156693935394,-0.5592074796612345,-83277.17787115104
MATD3,E3,26,8760,227760,236519,1177.865596294403,646.6862973123789,930.5138478949666,1171.828942976892,-0.532613615070585,-79316.81955631153
MATD3,E3,27,8760,236520,245279,1448.5313000679016,692.4262698888779,1144.3397651910782,1442.494648694992,-0.5496729222899496,-81857.2915874193
MATD3,E3,28,8760,245280,254039,1439.752320766449,1143.6113492250445,1137.404366016388,1433.7156693935394,-0.5590967239198357,-83260.68412614193
MATD3,E3,29,8760,254040,262799,1177.865596294403,646.6862973123789,930.5138478949666,1171.828942976892,-0.5322197004957441,-79258.1577978262
MATD3,E3,30,8760,262800,271559,1448.5313000679016,692.4262698888779,1144.3397651910782,1442.494648694992,-0.5490741829018809,-81768.1273177481
MATD3,E3,31,8760,271560,280319,1439.752320766449,1143.6113492250445,1137.404366016388,1433.7156693935394,-0.5585123883529018,-83173.66487351415
MATD3,E3,32,8760,280320,289079,1177.865596294403,646.6862973123789,930.5138478949666,1171.828942976892,-0.531245422769196,-79113.06835878866
MATD3,E3,33,8760,289080,297839,1448.5313000679016,692.4262698888779,1144.3397651910782,1442.494648694992,-0.5490237537694356,-81760.61741134436
MATD3,E3,34,8760,297840,306599,1439.752320766449,1143.6113492250445,1137.404366016388,1433.7156693935394,-0.5590613648918028,-83255.41845968728
MATD3,E3,35,8760,306600,315359,1177.865596294403,646.6862973123789,930.5138478949666,1171.828942976892,-0.5322138703365309,-79257.2895705162
MATD3,E3,36,8760,315360,324119,1448.5313000679016,692.4262698888779,1144.3397651910782,1442.494648694992,-0.5493746202055392,-81812.8684410089
MATD3,E3,37,8760,324120,332879,1439.752320766449,1143.6113492250445,1137.404366016388,1433.7156693935394,-0.5589779915173627,-83243.00249676566
MATD3,E3,38,8760,332880,341639,1171.8288912773132,643.3719490915537,925.7448507025838,1171.828942976892,-0.5317935634108971,-79194.69746315079
MATD3,E3,39,8760,341640,350399,1442.4945950508118,689.5406059026718,1139.570769906044,1442.494648694992,-0.5490083374794791,-81758.32161744402
MATD3,E3,40,8760,350400,359159,1433.7156157493591,1138.8163262605667,1132.6353707313538,1433.7156693935394,-0.5589212199068986,-83234.54806853534
MATD3,E3,41,8760,359160,367919,1171.8288912773132,643.3719490915537,925.7448507025838,1171.828942976892,-0.5318280955072872,-79199.8399829452
MATD3,E3,42,8760,367920,376679,1442.4945950508118,689.5406059026718,1139.570769906044,1442.494648694992,-0.549230301955724,-81791.3765672464
MATD3,E3,43,8760,376680,385439,1433.7156157493591,1138.8163262605667,1132.6353707313538,1433.7156693935394,-0.5593175702688571,-83293.5725644382
MATD3,E3,44,8760,385440,394199,1171.8288912773132,643.3719490915537,925.7448507025838,1171.828942976892,-0.5331477726212497,-79396.3662987565
MATD3,E3,45,8760,394200,402959,1442.4945950508118,689.5406059026718,1139.570769906044,1442.494648694992,-0.5503917691234074,-81964.34225785782
MATD3,E3,46,8760,402960,411719,1433.7156157493591,1138.8163262605667,1132.6353707313538,1433.7156693935394,-0.5601154123894135,-83412.38721303147
MATD3,E3,47,8760,411720,420479,1171.8288912773132,643.3719490915537,925.7448507025838,1171.828942976892,-0.5331268724667073,-79393.25384774205
MATD3,E3,48,8760,420480,429239,1442.4945950508118,689.5406059026718,1139.570769906044,1442.494648694992,-0.550808564915432,-82026.41148720612
MATD3,E3,49,8760,429240,437999,1433.7156157493591,1138.8163262605667,1132.6353707313538,1433.7156693935394,-0.5606717322690228,-83495.23436950287
